iteration , Loss , acc , valLoss , valAcc
1 ,1.8165686502456666 ,0.34728 ,3.656445300579071 ,0.3352
2 ,1.4386767706871033 ,0.47746 ,2.330252504348755 ,0.4232
3 ,1.322329022526741 ,0.52528 ,2.298402761220932 ,0.5088
4 ,1.2312680249214172 ,0.56366 ,3.4209996557235716 ,0.4494
5 ,1.104143343448639 ,0.61758 ,0.9874239492416382 ,0.6655
6 ,0.9459006997346878 ,0.67392 ,1.1014439618587495 ,0.6881
7 ,0.8120829246044159 ,0.7197 ,0.8058907639980316 ,0.7351
8 ,0.6847131884098053 ,0.76552 ,0.6429110047221184 ,0.7936
9 ,0.6209337165951729 ,0.78496 ,0.7414102593064308 ,0.7671
10 ,0.6701723853945732 ,0.77138 ,0.7752303591370583 ,0.7546
11 ,0.7415349308252335 ,0.74544 ,0.8964641404151916 ,0.7373
12 ,0.798062960922718 ,0.72702 ,1.6798197078704833 ,0.6306
13 ,0.7589657200574875 ,0.74466 ,0.8194373670220375 ,0.7569
14 ,0.6445739687085151 ,0.78172 ,0.5973849126696587 ,0.816
15 ,0.5457876845896245 ,0.81492 ,0.5216396678984165 ,0.8337
16 ,0.47612959587574005 ,0.83638 ,0.47848560854792593 ,0.8469
17 ,0.43356494277715685 ,0.85262 ,0.4587138757109642 ,0.8478
18 ,0.45788523173332213 ,0.8445 ,0.4747646389901638 ,0.8494
19 ,0.4908904688358307 ,0.83328 ,0.5467548629641533 ,0.8267
20 ,0.5206585875749588 ,0.8247 ,0.6278726291656495 ,0.8068
21 ,0.5231798288226127 ,0.82188 ,0.5312277826666832 ,0.8355
22 ,0.45990027925372123 ,0.8436 ,0.5406270189583302 ,0.8366
23 ,0.40645773607492447 ,0.86114 ,0.4766129867732525 ,0.8518
24 ,0.3548282280564308 ,0.87656 ,0.4085842382907867 ,0.876
25 ,0.33791399517655374 ,0.88532 ,0.45872566774487494 ,0.8621
26 ,0.34585683870315553 ,0.88058 ,0.4519301044940949 ,0.8626
27 ,0.3582227004468441 ,0.87786 ,0.42267800629138946 ,0.8694
28 ,0.3670276081264019 ,0.87372 ,0.4528522072732449 ,0.855
29 ,0.3687719900608063 ,0.87288 ,0.46368257731199264 ,0.8597
30 ,0.33507323852181436 ,0.88438 ,0.40098688662052157 ,0.8697
31 ,0.3083809384405613 ,0.89314 ,0.4176502177119255 ,0.8789
32 ,0.2862985853999853 ,0.90164 ,0.3731605776399374 ,0.8856
33 ,0.27271488232910635 ,0.90724 ,0.42470317527651785 ,0.8758
34 ,0.2721503773778677 ,0.9044 ,0.3675634828209877 ,0.8874
35 ,0.28101243937015535 ,0.90442 ,0.4259359177947044 ,0.8702
36 ,0.2809524110108614 ,0.90384 ,0.39152290388941763 ,0.8812
37 ,0.28807108050584795 ,0.89988 ,0.41077584072947504 ,0.8777
38 ,0.2702430658638477 ,0.90772 ,0.3860095053911209 ,0.8856
39 ,0.25332046119868756 ,0.91134 ,0.4167695206403732 ,0.8822
40 ,0.23906603693962097 ,0.91694 ,0.39323569789528845 ,0.8889
41 ,0.2346524561047554 ,0.91978 ,0.3702956460416317 ,0.8913
42 ,0.23296985486149788 ,0.9193 ,0.3808075053989887 ,0.8887
43 ,0.2342119871377945 ,0.91844 ,0.421499922722578 ,0.8837
44 ,0.2368553564697504 ,0.91692 ,0.4194240865856409 ,0.8847
45 ,0.24243087087571621 ,0.91688 ,0.3691596617549658 ,0.8931
46 ,0.22500557161867618 ,0.92192 ,0.3926093140244484 ,0.8886
47 ,0.2191257344186306 ,0.92334 ,0.3670865873247385 ,0.8959
48 ,0.20592833507061004 ,0.92898 ,0.39548445284366607 ,0.8922
49 ,0.20638754707574844 ,0.92948 ,0.3804284705966711 ,0.8953
50 ,0.20750712852180003 ,0.92724 ,0.3596730991452932 ,0.896
51 ,0.20630069334805012 ,0.92822 ,0.39710706561803816 ,0.8914
52 ,0.20299918357282876 ,0.9289 ,0.38143780767917634 ,0.8931
53 ,0.20910110322386027 ,0.92762 ,0.3747238966822624 ,0.8938
54 ,0.2041736887767911 ,0.9294 ,0.3816839116811752 ,0.894
55 ,0.2032389604449272 ,0.92894 ,0.372895033210516 ,0.8959
56 ,0.1911687473282218 ,0.93316 ,0.3970256198942661 ,0.8922
57 ,0.19235642516613008 ,0.93296 ,0.3880808636546135 ,0.8925
58 ,0.18690121909230947 ,0.93332 ,0.37693438939750196 ,0.8956
59 ,0.19070314303785563 ,0.93442 ,0.3606215005367994 ,0.8991
60 ,0.19074855841696262 ,0.93384 ,0.3773235096037388 ,0.8925
61 ,0.19147832880914212 ,0.93398 ,0.39370505943894385 ,0.8955
62 ,0.18465112871676684 ,0.9361 ,0.3674969934672117 ,0.8964
63 ,0.1820078232139349 ,0.9362 ,0.3718437377363443 ,0.8998
64 ,0.17930967161804437 ,0.938 ,0.37932839468121526 ,0.8975
65 ,0.18006659743189812 ,0.93786 ,0.4037930302321911 ,0.8935
66 ,0.178497313298285 ,0.93644 ,0.36332639887928964 ,0.8988
67 ,0.17427102327346802 ,0.93956 ,0.35298924282193184 ,0.9035
68 ,0.17556383069604636 ,0.9383 ,0.3890565562993288 ,0.8999
69 ,0.1758286311328411 ,0.93858 ,0.37306645803153515 ,0.8999
70 ,0.17393975969403982 ,0.9393 ,0.3838981625437736 ,0.8971
71 ,0.17289525224268437 ,0.9394 ,0.36452360488474367 ,0.8993
72 ,0.17009039080888033 ,0.94032 ,0.3799347387254238 ,0.8991
73 ,0.1654161507859826 ,0.94228 ,0.38246075451374056 ,0.8983
74 ,0.1675916184335947 ,0.94098 ,0.3687842521071434 ,0.901
75 ,0.16508322214335203 ,0.94182 ,0.3689079131186008 ,0.9025
76 ,0.16430348451435567 ,0.94236 ,0.37892961129546165 ,0.9007
77 ,0.1675123762190342 ,0.94336 ,0.377278006747365 ,0.8995
78 ,0.16364074786007404 ,0.94194 ,0.36772367417812346 ,0.9008
79 ,0.1632152329236269 ,0.9436 ,0.3544560184329748 ,0.9043
80 ,0.15896669449657203 ,0.94384 ,0.378987360149622 ,0.9003
81 ,0.15598900724202394 ,0.94512 ,0.3654253587126732 ,0.9011
82 ,0.1599258688390255 ,0.94392 ,0.3731687482446432 ,0.9002
83 ,0.15862858947366476 ,0.94442 ,0.37323008000850677 ,0.9014
84 ,0.155519334487617 ,0.94574 ,0.36385625712573527 ,0.9042
85 ,0.15466826546937226 ,0.94624 ,0.3891514217853546 ,0.9007
86 ,0.1524281983412802 ,0.94684 ,0.35961822248995307 ,0.9045
87 ,0.15452128844708204 ,0.94606 ,0.3683461652696133 ,0.9031
88 ,0.150819828979671 ,0.94638 ,0.37518056452274323 ,0.903
89 ,0.15325271765887738 ,0.94636 ,0.3819772110134363 ,0.9017
90 ,0.15084676672518255 ,0.9468 ,0.4039712420105934 ,0.8991
91 ,0.14684327479824424 ,0.94916 ,0.37363096825778486 ,0.9042
92 ,0.14598991920426488 ,0.94884 ,0.3727746243029833 ,0.9039
93 ,0.14636460150033234 ,0.94756 ,0.3760760589689016 ,0.903
94 ,0.14021604555100203 ,0.95154 ,0.416841783747077 ,0.8996
95 ,0.14718013142421843 ,0.94846 ,0.40565624967217445 ,0.8995
96 ,0.14537818777561187 ,0.94836 ,0.37649748139083383 ,0.902
97 ,0.1454880255945027 ,0.94914 ,0.3779401771724224 ,0.9024
98 ,0.13780979365482926 ,0.95146 ,0.3962072669714689 ,0.902
99 ,0.1394874648824334 ,0.9503 ,0.3642773551493883 ,0.9039
100 ,0.1435898215956986 ,0.9502 ,0.3934917250275612 ,0.9018
