iteration ; Loss ; acc ; valLoss ; valAcc
1;2.1479272595977785 ;0.35002 ;2.1445168538596304 ;0.3627
2;1.7939247790527344 ;0.45694 ;4.107182237667779 ;0.1653
3;1.6570581450653077 ;0.50096 ;8.549434718232567 ;0.1259
4;1.6481939084625243 ;0.51604 ;3.0034817662863684 ;0.2742
5;1.664450045967102 ;0.53118 ;1.9920666518683632 ;0.4347
6;1.668521117477417 ;0.54534 ;1.6981872103084772 ;0.5473
7;1.6010937036132813 ;0.5725 ;1.8746265119637926 ;0.4909
8;1.5268338597488402 ;0.60044 ;1.4539874853036654 ;0.6295
9;1.417009063987732 ;0.63132 ;1.3795372775187507 ;0.6401
10;1.2850905317687988 ;0.67514 ;1.1067384163411662 ;0.7307
11;1.2156786545562743 ;0.68726 ;1.3536226850348159 ;0.6682
12;1.2848161693572997 ;0.66796 ;1.3608349108467468 ;0.6681
13;1.3611984259414673 ;0.65676 ;1.647266290820064 ;0.612
14;1.4340434716415404 ;0.64728 ;1.536194233848645 ;0.6128
15;1.4958851465988159 ;0.64028 ;2.1743054805091395 ;0.4978
16;1.5074305670928956 ;0.64494 ;1.602637067008704 ;0.6183
17;1.4532246840286256 ;0.65932 ;1.565104311076216 ;0.6453
18;1.3737340937423705 ;0.67876 ;1.4201349739830333 ;0.6682
19;1.3017613915634156 ;0.6938 ;1.2227265903363214 ;0.7325
20;1.2001011223602296 ;0.72126 ;1.08709596007015 ;0.7684
21;1.1529067545700074 ;0.72826 ;1.2033152048961042 ;0.7093
22;1.199585733604431 ;0.71356 ;1.178915816183669 ;0.7329
23;1.2495750873947145 ;0.70162 ;1.4863912284183807 ;0.6584
24;1.2983245999145507 ;0.69436 ;1.1867831947323613 ;0.7427
25;1.3387333252334594 ;0.68746 ;1.429474449195801 ;0.688
26;1.3427992504882813 ;0.6917 ;1.5194576445478982 ;0.6509
27;1.3166808000183106 ;0.69916 ;1.2588863071923058 ;0.72
28;1.2719323039627075 ;0.70696 ;1.3082303677123195 ;0.7015
29;1.2205805731964112 ;0.72002 ;1.1773933417880877 ;0.747
30;1.15988120677948 ;0.73826 ;1.2143663562143954 ;0.7339
31;1.1287886255645752 ;0.74088 ;1.2034292468628562 ;0.7306
32;1.1460070588684081 ;0.73206 ;1.1280580018275081 ;0.7536
33;1.1807158924102783 ;0.7252 ;1.3516348354732648 ;0.6985
34;1.2168345483398437 ;0.71742 ;1.2396038589766993 ;0.7325
35;1.2378524587631226 ;0.71688 ;1.4057749378414581 ;0.6764
36;1.2498798400497437 ;0.71634 ;1.5522559037604653 ;0.679
37;1.2232426309585571 ;0.7227 ;1.2201473855743774 ;0.7359
38;1.1966963925552367 ;0.73032 ;1.0664959709865216 ;0.7787
39;1.161682978439331 ;0.73964 ;1.060457154584769 ;0.7708
40;1.1276665141296387 ;0.74898 ;1.2042593815075322 ;0.7391
41;1.106558780860901 ;0.74886 ;1.302280927999332 ;0.6978
42;1.1220427151489258 ;0.74544 ;1.3886838595326336 ;0.6652
43;1.1378349240875245 ;0.74282 ;1.245429253425842 ;0.7182
44;1.1591596531295776 ;0.73738 ;1.350629435751004 ;0.6965
45;1.1728355001068116 ;0.73434 ;1.1516943884352906 ;0.7477
46;1.179666796684265 ;0.73638 ;1.1346637637089616 ;0.7637
47;1.1629662781143189 ;0.74052 ;1.115772504014329 ;0.7728
48;1.1515679607772826 ;0.7448 ;1.0602062637813556 ;0.7848
49;1.1330265826416015 ;0.74912 ;1.1605700719089935 ;0.743
50;1.1182335984802245 ;0.75256 ;1.2432453268633101 ;0.7241
51;1.1102779817199706 ;0.75036 ;1.0531849028965155 ;0.7795
52;1.1098350863647461 ;0.75318 ;1.0516950927984219 ;0.7808
53;1.117289245853424 ;0.74918 ;1.232510156715259 ;0.7315
54;1.1238336960220336 ;0.74762 ;1.2383474618101273 ;0.7422
55;1.1397266831970214 ;0.74604 ;1.2383338515750897 ;0.7364
56;1.1445498784446717 ;0.74552 ;1.2871919261000027 ;0.7379
57;1.133718140106201 ;0.74976 ;1.1053090605872888 ;0.7691
58;1.1199218937301636 ;0.75322 ;1.2224551431668071 ;0.7368
59;1.1194971739959716 ;0.75112 ;1.3982430054737738 ;0.6977
60;1.1109240351104737 ;0.75296 ;1.0820915752325575 ;0.7721
61;1.1011706240844727 ;0.75676 ;1.1533720283843458 ;0.7638
62;1.106071252861023 ;0.7549 ;1.2702855317356487 ;0.7238
63;1.1066485431289672 ;0.75242 ;1.0768554069744511 ;0.7672
64;1.1159585837173462 ;0.75206 ;1.079776767534189 ;0.776
65;1.1209359938812256 ;0.75146 ;1.0470182446245186 ;0.7847
66;1.11788415435791 ;0.75448 ;1.129960258167011 ;0.7671
67;1.1183718127822877 ;0.75338 ;1.1327338475769702 ;0.7593
68;1.106937315750122 ;0.75732 ;1.2072819560861434 ;0.7473
69;1.1090847605133056 ;0.75522 ;1.2144726798557246 ;0.7412
