iteration , Loss , acc , valLoss , valAcc
1 ,1.6680461960983277 ,0.413 ,3.4107365085601806 ,0.3556
2 ,1.6814723038101196 ,0.44608 ,1.2585671335220336 ,0.5865
3 ,0.9895566785621643 ,0.6531 ,1.014769385433197 ,0.6421
4 ,1.1874770337867737 ,0.59876 ,1.2218300354003906 ,0.6074
5 ,0.8841617603874207 ,0.6937 ,0.7539455096244811 ,0.7342
6 ,0.6832010405731201 ,0.7596 ,1.0016117040634156 ,0.6853
7 ,0.7686119274425507 ,0.73468 ,0.7375043157577514 ,0.7449
8 ,0.5085979744720459 ,0.8208 ,0.7472301916599273 ,0.7734
9 ,0.4652378786420822 ,0.83708 ,0.8048532964229583 ,0.743
10 ,0.38414568134307864 ,0.86504 ,0.685087174797058 ,0.7868
11 ,0.17625344256162642 ,0.9405 ,0.9182465588569642 ,0.776
12 ,0.1814858146250248 ,0.93658 ,0.9506672044754029 ,0.778
13 ,0.07311342253763228 ,0.97404 ,1.293553022146225 ,0.7775
14 ,0.04417016032623127 ,0.98522 ,1.492573984003067 ,0.7698
15 ,0.04841908695798367 ,0.98326 ,1.5122323850154877 ,0.7727
16 ,0.01753343722516438 ,0.99406 ,1.6773758081436156 ,0.7778
17 ,0.021933422278449872 ,0.99266 ,1.719867955493927 ,0.7749
18 ,0.014538057064703899 ,0.99524 ,1.7828555669784545 ,0.7758
19 ,0.009350184492039844 ,0.9971 ,1.9209440693855286 ,0.7708
20 ,0.010754559323895373 ,0.9965 ,1.9429732337474823 ,0.7761
21 ,0.0091320422806438 ,0.99708 ,1.965399826526642 ,0.7743
22 ,0.0064622996999960745 ,0.99784 ,2.0348305782794953 ,0.7752
23 ,0.007737978029140504 ,0.9978 ,2.0472520146846773 ,0.7702
24 ,0.0057684361542877744 ,0.9982 ,2.043202782201767 ,0.7749
25 ,0.006891646595706479 ,0.99794 ,2.036816409623623 ,0.7758
