iteration , Loss , acc , valLoss , valAcc
1 ,1.8844915522003174 ,0.32346 ,3.116321356913533 ,0.2982
2 ,1.7052567370223999 ,0.38592 ,1.508500957831788 ,0.5064
3 ,1.3043927570724487 ,0.52766 ,1.4107941390988163 ,0.547
4 ,1.3840596921157837 ,0.50528 ,1.2540552793219448 ,0.5648
5 ,1.1882093799972535 ,0.57892 ,0.976043792578359 ,0.6666
6 ,1.01594454454422 ,0.64166 ,1.0571701897028536 ,0.6579
7 ,1.067290403442383 ,0.62378 ,1.0063373560722644 ,0.6733
8 ,0.8873070757865906 ,0.68762 ,0.8554998130653613 ,0.722
9 ,0.8609972748184204 ,0.70076 ,0.8898780065984391 ,0.7197
10 ,0.8204897010421753 ,0.71596 ,0.7285305417764681 ,0.7543
11 ,0.7317532620239258 ,0.7445 ,0.7569514891019644 ,0.7582
12 ,0.7336515813064575 ,0.74658 ,0.7415570207297231 ,0.7671
13 ,0.6718159808158874 ,0.76748 ,0.64403309642126 ,0.7888
14 ,0.6517113116073608 ,0.77588 ,0.7623840563784773 ,0.7732
15 ,0.6422865791416168 ,0.77734 ,0.6761104846477508 ,0.7948
16 ,0.606696700706482 ,0.79022 ,0.6031191763691247 ,0.8123
17 ,0.6002601381587982 ,0.79282 ,0.6734651528037013 ,0.7943
18 ,0.5788141902637481 ,0.79822 ,0.6169583251872383 ,0.8072
19 ,0.5667726577472687 ,0.80508 ,0.6220193748085644 ,0.8042
20 ,0.5608466938686371 ,0.80588 ,0.5977746487711184 ,0.811
21 ,0.5377799591064453 ,0.81348 ,0.5571371681583576 ,0.8221
22 ,0.5401133665990829 ,0.81514 ,0.5708897474665231 ,0.8156
23 ,0.5300426261043548 ,0.81734 ,0.5298330483678431 ,0.8299
24 ,0.5199060115718842 ,0.82062 ,0.5461659119152033 ,0.8238
25 ,0.514142135887146 ,0.822 ,0.5820109355754365 ,0.8175
