iteration , Loss , acc , valLoss , valAcc
1 ,1.6276327742385863 ,0.40308 ,2.0038435885700556 ,0.4279
2 ,1.1978476291656495 ,0.57218 ,1.3518798871162219 ,0.5694
3 ,0.9025521524238587 ,0.68426 ,0.865425275061458 ,0.6971
4 ,0.8365624715423584 ,0.70908 ,0.9482859539719054 ,0.6941
5 ,0.7143924945545197 ,0.75498 ,0.6374921332152126 ,0.7878
6 ,0.6160367002487183 ,0.789 ,0.6834243747372978 ,0.782
7 ,0.597885223865509 ,0.7938 ,0.6422244723136432 ,0.7975
8 ,0.5248400750160217 ,0.81952 ,0.6200193157925392 ,0.8066
9 ,0.5042658794975281 ,0.82636 ,0.5873470114062007 ,0.8121
10 ,0.4749180909395218 ,0.83704 ,0.5487181764726822 ,0.8248
11 ,0.4340489840745926 ,0.85058 ,0.5093064068224483 ,0.8435
12 ,0.4325536086463928 ,0.85122 ,0.4860229461480634 ,0.8491
13 ,0.4003498852109909 ,0.8621 ,0.48718862054637446 ,0.8463
14 ,0.3886287554502487 ,0.86786 ,0.4550162636981414 ,0.854
15 ,0.3723446377944946 ,0.8712 ,0.4470349325301548 ,0.8633
16 ,0.35531719682455065 ,0.87762 ,0.46765408897028565 ,0.8533
17 ,0.346686940703392 ,0.88 ,0.4264533829789002 ,0.8675
18 ,0.33444503165245054 ,0.88264 ,0.4505899086975442 ,0.8602
19 ,0.32128174101829526 ,0.88882 ,0.44354394606698433 ,0.8634
20 ,0.316755244461298 ,0.89066 ,0.43466375209986213 ,0.8667
21 ,0.30446505205154417 ,0.89566 ,0.4140310346746978 ,0.8708
22 ,0.298162968916893 ,0.89568 ,0.4281601620058473 ,0.8649
23 ,0.2875327051973343 ,0.89998 ,0.4146275466885239 ,0.8705
24 ,0.2839108964109421 ,0.89862 ,0.40279117125434616 ,0.8763
25 ,0.2739678561592102 ,0.90388 ,0.38021416312303785 ,0.8865
26 ,0.27002936329364774 ,0.90638 ,0.4169789427956834 ,0.8747
27 ,0.2558312617969513 ,0.91106 ,0.3795874189026059 ,0.8847
28 ,0.2572050464421511 ,0.90998 ,0.406184835163073 ,0.8765
29 ,0.2505159087538719 ,0.91346 ,0.41461595484671504 ,0.878
30 ,0.24283772822380065 ,0.91368 ,0.42426727502681194 ,0.8766
31 ,0.2367412137877941 ,0.91754 ,0.412239849186553 ,0.8803
32 ,0.23523259046077727 ,0.91798 ,0.4270275496541502 ,0.8774
33 ,0.2236749510705471 ,0.9212 ,0.40706346256616777 ,0.8794
34 ,0.2185749428677559 ,0.92274 ,0.4307998734565017 ,0.8824
35 ,0.21653104144632818 ,0.92388 ,0.43767860206290365 ,0.8732
36 ,0.21753395599007608 ,0.92362 ,0.3556520902870086 ,0.8919
37 ,0.2135519355607033 ,0.9256 ,0.4062570913578756 ,0.8808
38 ,0.20778233936548232 ,0.92704 ,0.44369142801283645 ,0.8735
39 ,0.201910159368515 ,0.9285 ,0.4445113034817738 ,0.8757
40 ,0.20016982893705368 ,0.92964 ,0.4165196497195635 ,0.8808
41 ,0.19761118973374367 ,0.93076 ,0.39246577202393035 ,0.8898
42 ,0.1930881573355198 ,0.93328 ,0.37885697352024506 ,0.8903
43 ,0.18818903341948987 ,0.93426 ,0.4218765231379019 ,0.8855
44 ,0.18974925329506398 ,0.93226 ,0.37495316275820945 ,0.891
45 ,0.18711625618219377 ,0.93486 ,0.4150971905849041 ,0.8854
46 ,0.17775250485897065 ,0.93794 ,0.4006620336193056 ,0.887
47 ,0.17981288322985173 ,0.93712 ,0.41007407345234775 ,0.889
48 ,0.17486733582258224 ,0.93824 ,0.37775722908350035 ,0.8944
49 ,0.17201294890791177 ,0.94 ,0.39935265982243867 ,0.8871
50 ,0.1669468029975891 ,0.94062 ,0.5150281597559635 ,0.8701
51 ,0.16006536360442639 ,0.94468 ,0.40636634313391323 ,0.89
52 ,0.16312406649708747 ,0.94278 ,0.39442403591312347 ,0.8929
53 ,0.16109374130249024 ,0.94272 ,0.40054481903227945 ,0.8919
54 ,0.16002508986264466 ,0.94328 ,0.4809574479231248 ,0.8809
55 ,0.15744668646991253 ,0.94472 ,0.40462174286512426 ,0.8876
56 ,0.15423416831240058 ,0.94586 ,0.4124324693978309 ,0.8915
57 ,0.14718945383608342 ,0.94842 ,0.44748277539690845 ,0.8896
58 ,0.1519489533364773 ,0.94616 ,0.41470521955361095 ,0.8876
59 ,0.147672725764513 ,0.94774 ,0.40032584318956627 ,0.897
60 ,0.1453402580457926 ,0.9494 ,0.4290740677950005 ,0.8894
61 ,0.14563067038238048 ,0.94838 ,0.4229161950131765 ,0.8911
62 ,0.1443422809726 ,0.94924 ,0.3896875812139469 ,0.8942
63 ,0.13843539639860392 ,0.95114 ,0.4429501660239582 ,0.8882
64 ,0.13921954620584845 ,0.95108 ,0.4061128032831148 ,0.8976
65 ,0.13975431076169015 ,0.95174 ,0.4403944843368361 ,0.8935
