iteration , Loss , acc , valLoss , valAcc
1 ,1.8834503164291383 ,0.33922 ,2.2984838378429413 ,0.3348
2 ,1.4695172140598296 ,0.46464 ,3.050344293117523 ,0.3207
3 ,1.31571202647686 ,0.53064 ,3.201576278209686 ,0.4123
4 ,1.2344241433143617 ,0.5651 ,3.4946231698989867 ,0.4311
5 ,1.116943570613861 ,0.60962 ,1.352400352358818 ,0.6308
6 ,0.9497423508167266 ,0.67028 ,1.035476798415184 ,0.6821
7 ,0.810469220161438 ,0.71778 ,0.9405497452616691 ,0.7052
8 ,0.6926526430249215 ,0.76022 ,0.6833364781737328 ,0.7814
9 ,0.6349940989613533 ,0.7803 ,0.682783973813057 ,0.779
10 ,0.6883846268653869 ,0.7614 ,0.7688416716456413 ,0.7479
11 ,0.7531152245998383 ,0.74332 ,1.146229596734047 ,0.7095
12 ,0.8056972614526748 ,0.72598 ,1.38894533932209 ,0.6786
13 ,0.7598007033467293 ,0.7407 ,0.9615499144792556 ,0.715
14 ,0.6431949946880341 ,0.78222 ,0.6203728687763214 ,0.7975
15 ,0.5549700016975403 ,0.81166 ,0.6014085619151592 ,0.8133
16 ,0.4736551221013069 ,0.83758 ,0.4758478628098965 ,0.8519
17 ,0.4371971614658833 ,0.8498 ,0.4804019892215729 ,0.846
18 ,0.46158179557323453 ,0.84246 ,0.6098674014210701 ,0.8087
19 ,0.4947729999125004 ,0.83108 ,0.6646961852908134 ,0.782
20 ,0.5321789360642433 ,0.81978 ,0.5857753866910934 ,0.825
21 ,0.5019717405438423 ,0.8277 ,0.6204226276278496 ,0.8133
22 ,0.45766713017225263 ,0.84536 ,0.46531550273299216 ,0.855
23 ,0.4078065292239189 ,0.86116 ,0.4681402775645256 ,0.8552
24 ,0.35566493585705755 ,0.87808 ,0.4092773841321468 ,0.8736
25 ,0.3357298498749733 ,0.88328 ,0.4330533950030804 ,0.8687
